Actualizado 2026-09-12 09:10,,,,,,
Nro,Identificacion,Nombres,Apellidos,NroCuenta,IdBanco,Saldo
118378,7099112572,Carlos,Lopez,10017395,13,29724.77284
118379,7519736133,Juan,Garcia,10052867,9,20570.75046
118380,5302988648,Maria Juan,Lopez Quispe,10061756,8,39263.51735
118381,3616344450,Juan Diego,Quispe Rodriguez,10079394,6,6713.45238
118382,9495577555,Juan Ana Luis,Perez,10088187,5,12605.9682
118383,9784199620,Ricardo Sofia Luis,Rodriguez,10097090,4,27941.3502
118384,1376493130,Juan Lucia,Lopez,10123400,1,44248.50594
118385,3168375469,Diego,Rodriguez,10097091,4,25751.87254
118386,5983320912,Lucia Jose Lucia,Vargas Lopez,10070614,7,160.22835
118387,970050507,Jorge,Lopez,10114698,2,47784.18843
118388,9230379889,Juan Sofia Sofia,Rodriguez Claros,10070615,7,25182.27266
118389,4487706257,Sofia Luis,Lopez,10061757,8,22328.74379
118390,9317288780,Ricardo,Rodriguez Lopez,10035273,11,8149.12654
118391,4962655176,Maria,Lopez Perez,10114699,2,25748.84456
118392,2437033515,Elena Jose,Perez Perez,10114700,2,4959.11268
118393,145270444,Diego Jorge,Garcia,10008477,14,1894.98269
118394,9387744296,Jorge Luis Maria,Rodriguez,10017396,13,42219.17932
118395,8249684481,Ricardo Carlos Ricardo,Garcia Mendoza,10097092,4,14157.37883
118396,2225237172,Carlos Ana,Claros,10035274,11,19047.60798
118397,8398457367,Juan Diego Diego,Claros,10079395,6,6820.0849
118398,895478838,Juan,Mamani,10008478,14,44588.48898
118399,4220152823,Luis,Flores Garcia,10105862,3,37041.11851
118400,6892178134,Sofia,Rodriguez,10070616,7,36431.02698
118401,338516597,Juan,Flores,10114701,2,34182.31573
118402,49346698,Ana,Quispe Rodriguez,10070617,7,1603.59082
118403,5793521805,Carlos,Claros Rodriguez,10052868,9,17924.65862
118404,332301107,Ana Ricardo,Garcia Quispe,10008479,14,47219.24667
118405,8213808792,Lucia Luis Ricardo,Mendoza,10017397,13,45311.32923
118406,2505552917,Carlos Jorge,Lopez Garcia,10035275,11,28400.15645
118407,3858573383,Jorge Diego,Quispe,10061758,8,910.00477
118408,1274675479,Diego Ana,Garcia,10044064,10,10693.68523
118409,2228581244,Carlos,Quispe Perez,10097093,4,6088.09189
118410,5928511942,Diego Ana Sofia,Lopez,10114702,2,10666.49649
118411,8198476422,Elena,Quispe,10114703,2,10034.32311
118412,9832946928,Jorge Jorge Luis,Quispe Claros,10123401,1,43713.81171
118413,9993570204,Lucia Jose,Flores Vargas,10123402,1,17887.2214
118414,1699058049,Juan Diego Ricardo,Garcia,10008480,14,42979.99688
118415,6605489870,Maria Ricardo,Mamani Lopez,10026352,12,2550.71114
118416,7270484341,Diego,Claros,10088188,5,44991.956
118417,7602115797,Sofia Juan,Perez,10114704,2,32434.07591
118418,1891839157,Diego Ana,Claros Quispe,10044065,10,49064.95616
118419,9753375261,Lucia Elena Diego,Perez,10017398,13,18329.07599
118420,651179020,Lucia,Rodriguez Flores,10123403,1,25191.57615
118421,7650217270,Carlos Ana,Claros,10079396,6,3186.6421
118422,1059691414,Diego Lucia,Perez Quispe,10097094,4,8170.23787
118423,8549626322,Jorge Jose,Mamani,10008481,14,23574.00726
118424,9304240863,Jose Maria Luis,Garcia Lopez,10017399,13,48181.12874
118425,6184162502,Ricardo,Rodriguez Vargas,10035276,11,42126.69152
118426,1436818055,Luis,Rodriguez,10044066,10,20398.29757
118427,9924832957,Maria,Lopez,10123404,1,46483.01261
118428,5947651954,Elena,Flores Claros,10035277,11,48307.2172
118429,2534702712,Carlos Luis Carlos,Quispe,10061759,8,6747.18197
118430,2007355618,Ricardo Jorge,Vargas,10123405,1,22958.81096
118431,2400660898,Luis Ricardo,Rodriguez Lopez,10044067,10,11066.77724
118432,6241189742,Carlos Jorge Sofia,Perez,10123406,1,45954.762
118433,1411726914,Juan Jorge Sofia,Lopez Perez,10123407,1,4743.75779
118434,6140417191,Carlos,Mamani,10070618,7,37213.43289
118435,1189765513,Jose Sofia Maria,Garcia,10097095,4,362.84276
118436,8438208884,Juan Jose,Lopez Lopez,10052869,9,2947.60948
118437,5503524151,Juan Luis,Quispe,10123408,1,28413.42569
118438,3865977577,Lucia Ana Maria,Claros Claros,10035278,11,13292.34804
118439,2300002654,Jose,Flores Garcia,10079397,6,11932.49719
118440,3620868213,Jorge,Quispe,10114705,2,45584.81643
118441,5176201948,Sofia Luis,Rodriguez Perez,10123409,1,24896.97885
118442,9823393864,Luis,Lopez Rodriguez,10052870,9,12991.09191
118443,6651149044,Elena Lucia,Mendoza Lopez,10070619,7,45396.2068
118444,1341850177,Carlos Elena,Mamani Martinez,10017400,13,17068.25006
118445,9703304114,Jose Lucia,Perez Vargas,10035279,11,49.72953
118446,2463596742,Luis Carlos Jorge,Lopez Rodriguez,10052871,9,12231.22674
118447,635649729,Luis,Flores Quispe,10026353,12,36532.66711
118448,3118972464,Sofia Juan,Claros Flores,10035280,11,41025.04901
118449,1078418849,Sofia Carlos Diego,Flores,10008482,14,20037.34669
118450,9926377724,Diego,Lopez Vargas,10079398,6,15410.19542
118451,2736752479,Luis Diego,Rodriguez Garcia,10123410,1,25689.54829
118452,433179725,Maria Ana,Perez,10114706,2,12675.4317
118453,2081171431,Diego Luis,Lopez Lopez,10105863,3,372.17285
118454,9930196529,Jose Ana Ricardo,Mamani,10079399,6,848.11736
118455,3274106293,Elena Jorge Lucia,Lopez Flores,10052872,9,9661.50652
118456,4010305135,Ana Juan Jorge,Perez,10079400,6,25880.11575
118457,7030270835,Ana Luis,Claros,10114707,2,47235.63955
118458,1084685091,Ricardo Jose Ricardo,Choque Lopez,10008483,14,12608.64677
118459,1328457707,Luis,Rodriguez,10123411,1,6076.10613
118460,2595116593,Jose,Mendoza Vargas,10097096,4,37594.85262
118461,5555115267,Jose Diego,Mendoza Claros,10079401,6,45491.60153
118462,8168239630,Ricardo Ana Jose,Quispe,10061760,8,447.67782
118463,4527854991,Sofia,Perez,10088189,5,5081.86194
118464,8092485150,Jose,Vargas,10097097,4,35098.85586
118465,8942456846,Jose Jose Sofia,Mendoza Quispe,10079402,6,7441.09359
118466,9224230793,Sofia Jorge,Rodriguez Quispe,10017401,13,20604.2983
118467,4312322792,Carlos Jose,Perez,10026354,12,24251.82909
118468,7601423020,Luis,Rodriguez Claros,10017402,13,26087.20659
118469,8396552707,Juan Sofia Diego,Lopez,10097098,4,48192.79202
118470,2220185287,Luis,Rodriguez Claros,10123412,1,31004.43694
118471,6957354029,Ana Elena Lucia,Perez Garcia,10044068,10,42650.43538
118472,3925186081,Ana Jose Carlos,Claros,10123413,1,21206.71837
118473,6515471699,Carlos Sofia,Mendoza Garcia,10079403,6,19484.31197
118474,614131309,Carlos Ana,Vargas,10123414,1,4571.94315
118475,5797041482,Luis Jose,Garcia Mendoza,10123415,1,23455.33252
118476,6669441852,Juan Juan,Claros,10008484,14,4055.63411
118477,9756183528,Juan,Perez Quispe,10044069,10,30595.37529
118478,6619165874,Ana Luis Elena,Quispe,10070620,7,7169.82702
118479,3736875279,Luis,Garcia Vargas,10052873,9,9974.28546
118480,2106279103,Diego Carlos Maria,Lopez Flores,10035281,11,24945.69054
118481,499273391,Juan Ana Elena,Garcia,10070621,7,18849.5684
118482,3783313752,Lucia Juan,Vargas Flores,10035282,11,6476.09315
118483,7737029804,Carlos,Mamani Mamani,10008485,14,43801.73758
118484,3377102560,Juan Jorge Jorge,Garcia Claros,10114708,2,5038.00543
118485,2580099646,Juan Jose Lucia,Perez,10044070,10,39718.86344
118486,9836671630,Carlos Diego Juan,Garcia,10052874,9,45426.77998
118487,962619016,Luis,Flores Mamani,10008486,14,19307.16993
118488,4176329086,Carlos,Mamani,10079404,6,8052.46745
118489,9750945242,Carlos Juan,Lopez,10105864,3,12252.17921
118490,358867449,Maria Elena,Rodriguez Flores,10061761,8,34556.64811
118491,9007629392,Ana Jose,Vargas Rodriguez,10008487,14,9161.25867
118492,8615206504,Sofia Jose,Garcia,10097099,4,17161.76689
118493,8499574205,Jose Maria Jorge,Mamani Perez,10097100,4,20071.85686
118494,25996583,Ana Carlos,Choque,10008488,14,16974.30055
118495,2684124642,Diego Elena,Perez,10052875,9,26742.92041
118496,4049607736,Juan Elena Lucia,Mamani Vargas,10052876,9,31556.92285
118497,5714872273,Ricardo Diego Jorge,Quispe Claros,10044071,10,27694.51398
118498,9888015670,Juan,Rodriguez Claros,10008489,14,38872.84741
118499,8090321967,Ana Jose Jose,Claros Flores,10052877,9,41160.21789
118500,6964587753,Luis,Mamani,10070622,7,7652.15889
118501,2100687717,Maria Maria Elena,Mamani Perez,10035283,11,14545.12631
118502,3939979632,Jorge,Rodriguez Perez,10061762,8,30898.18921
118503,3443190526,Lucia Ricardo Diego,Claros,10070623,7,43793.41787
118504,2229338232,Juan Ricardo,Perez,10105865,3,2290.90069
118505,6326773632,Elena Jose,Mendoza Mendoza,10052878,9,22406.31907
118506,7578643752,Diego Elena,Quispe Vargas,10088190,5,3687.19
118507,3216915885,Jorge Elena,Mendoza Vargas,10114709,2,36714.4486
118508,7224202439,Jose Sofia,Perez Rodriguez,10105866,3,12672.24424
118509,8605921133,Sofia,Lopez,10114710,2,39545.88852
118510,3479431973,Diego Maria,Flores Rodriguez,10044072,10,36006.24431
118511,4744613352,Jorge,Flores Quispe,10079405,6,28593.47165
118512,8312269283,Sofia Jorge,Garcia Mamani,10105867,3,27856.57044
118513,5518198784,Juan Lucia Ricardo,Flores,10070624,7,11761.42792
118514,2611272423,Jorge Carlos Ana,Mendoza Lopez,10114711,2,48892.42247
118515,7873404593,Luis Diego,Quispe,10105868,3,19970.85523
118516,7103893999,Diego Carlos Sofia,Claros Garcia,10052879,9,28860.47342
118517,6767285555,Maria Jorge,Garcia,10017403,13,450.22002
118518,1753479193,Juan Elena,Martinez,10105869,3,17929.28478
118519,4579406198,Maria Luis,Garcia Mendoza,10114712,2,9447.4267
118520,8947914811,Ricardo,Perez Claros,10052880,9,20738.92431
118521,867308411,Carlos,Choque,10008490,14,4021.89257
118522,8357256482,Jose Ricardo,Vargas Lopez,10061763,8,5910.70178
118523,7653363709,Lucia,Mendoza Flores,10052881,9,7963.55023
118524,5868008259,Maria Luis Maria,Perez,10008491,14,35546.31073
118525,5279460520,Lucia Maria Elena,Rodriguez Lopez,10008492,14,36909.39532
118526,9872063783,Diego Jose,Mendoza Vargas,10052882,9,10643.90044
118527,8924339844,Carlos Ricardo,Quispe Quispe,10105870,3,38312.97446
118528,2582633015,Elena Juan Jorge,Flores,10061764,8,47441.07113
118529,6017239116,Lucia Jose,Claros,10097101,4,32380.16099
118530,7504092934,Jose Ana,Mendoza Garcia,10052883,9,41883.50216
118531,191520519,Maria Carlos,Garcia Perez,10105871,3,10457.7116
118532,4503561686,Maria,Flores,10123416,1,9618.664
118533,8023299859,Ricardo Ana Luis,Vargas Rodriguez,10026355,12,7250.85
118534,6904924953,Juan Jose,Mamani,10123417,1,465.7225
118535,7883919872,Jose Carlos,Rodriguez,10070625,7,32850.81032
118536,2482887448,Sofia Jorge Sofia,Flores,10114713,2,47722.32869
118537,5559998416,Ana,Mendoza Claros,10026356,12,493.92111
118538,7809537144,Ricardo Diego,Mendoza,10114714,2,4420.3402
118539,8872202007,Jorge Carlos Jose,Vargas Rodriguez,10097102,4,21664.25396
118540,590332051,Luis,Choque,10114715,2,44655.12029
118541,8694570183,Sofia,Flores,10026357,12,12281.26344
118542,9324147614,Elena Sofia Diego,Rodriguez,10052884,9,8967.8047
118543,6283898826,Ana,Rodriguez,10008493,14,39931.44571
118544,4329329377,Juan Jose Maria,Garcia,10061765,8,44842.80843
118545,2851095888,Diego,Mendoza,10008494,14,22482.38092
118546,2680902488,Diego Lucia Sofia,Quispe,10097103,4,48732.89367
118547,4960536747,Jorge Carlos,Garcia Garcia,10008495,14,30514.9382
118548,9651110224,Luis Lucia,Quispe,10123418,1,20164.79926
118549,2584941753,Carlos,Perez,10044073,10,41048.21826
118550,7344552456,Lucia,Mamani Garcia,10097104,4,1980.0319
118551,7545555894,Lucia Elena Ricardo,Flores Lopez,10114716,2,32404.21983
118552,4604681854,Carlos,Claros Claros,10061766,8,11727.03565
118553,5649998720,Carlos Sofia,Quispe,10061767,8,26545.88575
118554,4067460375,Jorge Elena Maria,Lopez,10052885,9,8771.60997
118555,4100479084,Elena Elena Diego,Mendoza,10017404,13,19439.22351
118556,4223393034,Diego Jorge Elena,Garcia Lopez,10052886,9,6019.22969
118557,5551069816,Jose Carlos,Flores Rodriguez,10079406,6,23108.48774
118558,5503485546,Carlos Maria,Mendoza,10052887,9,22894.17328
118559,3362684607,Luis Carlos Carlos,Mamani,10079407,6,444.42629
118560,3677764484,Elena,Claros Quispe,10044074,10,21365.31599
118561,9705747689,Jose,Claros Quispe,10008496,14,8.19347
118562,3867651451,Carlos Elena Maria,Flores,10123419,1,60.10757
118563,1629679527,Jose Diego Ricardo,Flores,10026358,12,377.74696
118564,4324541811,Luis Ana,Flores,10070626,7,28597.9663
118565,1819779114,Lucia Jorge Elena,Lopez Rodriguez,10035284,11,23048.33888
118566,1064594344,Jorge Juan,Perez Vargas,10017405,13,38183.4275
118567,559001799,Elena Jorge,Quispe Perez,10123420,1,49715.82118
118568,4291314943,Maria Jorge Ana,Flores,10114717,2,3571.78518
118569,9894322131,Ricardo Juan,Claros Vargas,10070627,7,25552.17235
118570,8673169111,Jose Carlos Sofia,Rodriguez,10088191,5,25516.02512
118571,3442097378,Elena,Claros,10017406,13,49610.28831
118572,902963117,Juan Lucia,Lopez,10044075,10,4884.69932
118573,4033281289,Luis Juan Lucia,Lopez,10070628,7,1242.9342
118574,2437048718,Lucia,Rodriguez Perez,10079408,6,35146.75377
118575,4480195051,Ricardo,Lopez Lopez,10123421,1,46386.70784
118576,6229354785,Carlos,Garcia Rodriguez,10079409,6,45731.13085
118577,3632274919,Ana Elena,Lopez Perez,10088192,5,42666.06182
118578,6242956720,Elena,Flores Flores,10079410,6,44537.96232
118579,4448181630,Juan,Rodriguez,10017407,13,873.96024
118580,194594626,Ricardo Ana,Choque Rodriguez,10088193,5,36957.14638
118581,336223031,Carlos Sofia,Martinez Martinez,10061768,8,19678.79621
118582,1891129850,Jose,Lopez Claros,10052888,9,26858.26847
118583,2470135991,Ana,Quispe Claros,10044076,10,27807.08954
118584,4009224818,Luis Ricardo,Vargas,10026359,12,47259.10106
118585,9885560434,Diego,Garcia Perez,10079411,6,24227.44348
118586,8162938161,Lucia Carlos Maria,Mamani,10070629,7,40355.33843
118587,6126868651,Diego Luis,Claros Rodriguez,10114718,2,11780.94976
118588,2431709617,Ana,Mamani Perez,10070630,7,21220.74296
118589,2430191011,Maria Maria Sofia,Vargas,10088194,5,23624.16282
118590,8705241772,Juan Lucia,Lopez Garcia,10105872,3,20671.74032
118591,5415960643,Carlos Ricardo,Mamani Vargas,10088195,5,38031.94913
118592,3798414416,Jose Luis Ana,Mendoza,10044077,10,16185.53712
118593,4061548562,Diego,Rodriguez,10035285,11,44721.1965
118594,910661606,Sofia,Rodriguez,10017408,13,37458.61276
118595,4571330416,Lucia Maria,Flores,10070631,7,35909.16963
118596,681854372,Elena Elena,Lopez Lopez,10052889,9,34827.70705
118597,3834828338,Juan,Quispe Lopez,10123422,1,44164.02145
118598,7091919491,Juan Lucia Ricardo,Vargas Flores,10052890,9,22062.55187
118599,1001943256,Elena Sofia Sofia,Quispe,10035286,11,19481.1641
118600,6633849345,Sofia,Lopez,10105873,3,38020.49624
118601,2762328008,Jose Sofia,Flores,10123423,1,31077.75539
118602,1625252733,Ricardo Ana,Choque Garcia,10105874,3,21709.34278
118603,5474745397,Diego Lucia,Quispe Vargas,10035287,11,28152.84181
118604,1267014399,Jose,Lopez Choque,10088196,5,34360.87906
118605,5301925697,Jorge Jorge Juan,Garcia Rodriguez,10123424,1,29264.826
118606,1348143739,Carlos Jose,Flores,10123425,1,29059.56375
118607,1575306935,Carlos,Quispe Quispe,10114719,2,20196.71521
118608,2566133570,Luis Carlos,Rodriguez,10061769,8,27.12105
118609,2651510932,Juan,Garcia Mendoza,10061770,8,44294.11194
118610,9122736710,Maria,Garcia,10105875,3,93.68566
118611,8223438448,Diego Elena,Claros,10052891,9,36617.69524
118612,5511244890,Jose,Claros Mamani,10044078,10,7721.0934
118613,9601540220,Jose Ricardo,Garcia,10070632,7,10747.14637
118614,9128320936,Lucia,Quispe Rodriguez,10017409,13,14640.4418
118615,3425025563,Jorge,Mamani Vargas,10105876,3,29804.2887
118616,2123613760,Sofia,Lopez Mamani,10097105,4,48501.63701
118617,9917684679,Carlos Lucia,Rodriguez,10044079,10,4001.93943
118618,1422368457,Sofia Luis,Flores Perez,10017410,13,42127.83063
118619,5413314859,Juan Jorge Carlos,Garcia,10008497,14,1164.7816
118620,6853861283,Lucia,Vargas,10123426,1,47344.50159
118621,1128723040,Carlos Juan,Lopez,10088197,5,5682.13966
118622,1470774793,Lucia Ana,Choque Lopez,10026360,12,14643.1565
118623,9147689645,Juan Diego Lucia,Perez Lopez,10097106,4,16996.83129
118624,7777336829,Sofia Juan,Garcia Garcia,10123427,1,37618.05096
118625,5127201228,Sofia Juan Diego,Claros Vargas,10017411,13,43667.58367
118626,617397996,Lucia Maria Sofia,Flores Lopez,10114720,2,19019.83479
118627,330046544,Diego Juan,Rodriguez,10123428,1,509.34349
118628,9977126413,Elena Ricardo Juan,Mendoza Perez,10114721,2,18421.38
118629,3019179636,Jose Sofia,Claros,10070633,7,27106.23245
118630,7307864943,Juan Carlos Lucia,Vargas Garcia,10070634,7,9261.00745
118631,3995478588,Diego Elena,Mendoza,10052892,9,47583.93
118632,2828681800,Jose,Perez Perez,10097107,4,5257.48901
118633,630726568,Luis Ricardo Jorge,Choque,10123429,1,39427.16485
118634,4006370520,Elena,Lopez Quispe,10105877,3,23054.91795
118635,1919382443,Luis,Claros Garcia,10079412,6,42165.97208
118636,6541958281,Lucia Sofia,Lopez Perez,10123430,1,27762.59461
118637,6223048132,Maria Jose Elena,Vargas Perez,10070635,7,13801.914
118638,9998874122,Sofia,Perez,10035288,11,6931.06934
118639,7337184112,Maria Elena Sofia,Flores Garcia,10017412,13,41740.18758
118640,8023346760,Elena Carlos Ana,Rodriguez Quispe,10070636,7,38587.75469
118641,519588907,Ana Jose Jose,Flores Vargas,10079413,6,49.78524
118642,6361821654,Jorge Juan,Claros,10097108,4,11911.19324
118643,9605728607,Luis Diego Maria,Perez,10114722,2,30202.03683
118644,3075933100,Jorge,Quispe,10026361,12,40129.06787
118645,1124028242,Luis Ana Diego,Flores Choque,10114723,2,4598.97015
118646,9627058665,Lucia Diego Juan,Lopez,10044080,10,21925.70496
118647,5714957846,Sofia,Perez,10035289,11,37830.70349
118648,9901019043,Luis Maria Diego,Quispe,10088198,5,19629.84446
118649,7793735156,Diego Maria,Claros,10052893,9,6697.43707
118650,8440556259,Maria,Perez,10044081,10,42809.90116
118651,361745132,Carlos Elena Lucia,Choque,10061771,8,30879.68401
118652,1761686207,Ana Jorge,Martinez Perez,10114724,2,15512.72956
118653,4130700574,Luis,Garcia Perez,10026362,12,7890.59156
118654,7110031211,Jose Ricardo Lucia,Mamani,10088199,5,1677.78611
118655,7261120090,Sofia Maria Luis,Perez,10052894,9,8975.70527
118656,1731054583,Ana Lucia,Martinez,10070637,7,35915.44824
118657,9926194489,Juan,Quispe Vargas,10026363,12,12631.91548
118658,3764536918,Juan Carlos,Claros Garcia,10026364,12,17544.86045
118659,5965115841,Diego Carlos,Rodriguez Vargas,10097109,4,647.97916
118660,1138589591,Lucia,Choque Mamani,10061772,8,22067.22819
118661,4040457705,Sofia Elena,Claros,10008498,14,18018.70547
118662,3619751231,Carlos,Lopez,10017413,13,28748.89985
118663,1715897762,Luis Jose,Martinez,10052895,9,22445.83808
118664,9323905367,Sofia Ricardo,Vargas Perez,10026365,12,32708.12814
118665,3125004997,Ricardo,Mendoza,10035290,11,776.16843
118666,4338861547,Ana Elena,Flores Vargas,10044082,10,32844.12564
118667,287541281,Juan Jose,Vargas,10052896,9,20404.79848
118668,3690330165,Lucia,Mendoza Perez,10088200,5,40607.99854
118669,5271292496,Jorge,Vargas,10097110,4,28567.0289
118670,6631819763,Ana,Quispe,10079414,6,25801.44599
118671,9102904,Carlos Sofia,Quispe,10035291,11,39804.22191
118672,8233020776,Jose,Mamani Rodriguez,10114725,2,37778.59227
118673,8241041715,Maria,Mendoza,10070638,7,281.61813
118674,8953707255,Sofia,Quispe,10008499,14,47171.52035
118675,289580549,Sofia Maria Carlos,Lopez Quispe,10052897,9,30590.5415
118676,4682348749,Elena Luis,Garcia Vargas,10070639,7,14000.75501
118677,1691557478,Ana Carlos,Choque,10088201,5,45485.18094
118678,9572740531,Ricardo Carlos,Quispe,10008500,14,45810.47
118679,3064988991,Elena Ricardo,Mendoza Rodriguez,10044083,10,18043.55116
118680,4743624722,Ricardo Diego,Vargas,10105878,3,37974.43153
118681,9191632950,Elena,Mendoza,10035292,11,17627.18743
118682,3311293435,Ricardo Lucia Jorge,Mendoza Lopez,10008501,14,21580.82167
118683,6692915968,Carlos,Vargas Flores,10097111,4,30375.10899
118684,6045714355,Ana Luis,Garcia Rodriguez,10052898,9,28229.708
118685,8024841914,Luis Luis Diego,Vargas Lopez,10008502,14,35569.59912
118686,9382262061,Juan Elena,Mendoza Rodriguez,10035293,11,378.21077
118687,6494168036,Maria Sofia Diego,Rodriguez Lopez,10008503,14,34417.27301
118688,6515278577,Jorge,Claros,10114726,2,3074.31304
118689,6529248400,Jorge,Flores,10044084,10,41047.78556
118690,7078705273,Ricardo,Mendoza,10070640,7,38495.08652
118691,9077274009,Ana,Perez,10044085,10,11628.90921
118692,9128029626,Ricardo Jose,Flores,10017414,13,17071.86522
118693,4559486477,Jose Jose Diego,Claros,10008504,14,4846.65816
118694,6289345992,Sofia Elena,Mendoza Mamani,10105879,3,28907.32288
118695,8643395058,Ricardo,Claros,10035294,11,6102.89149
118696,6662715833,Ricardo,Vargas Vargas,10079415,6,24182.69445
118697,2986859911,Ana,Mendoza,10052899,9,556.106
118698,6853936933,Diego Jose,Mendoza Mendoza,10088202,5,34350.07451
118699,5258303966,Elena Diego Elena,Garcia Flores,10035295,11,9105.8659
118700,8597627641,Lucia,Rodriguez Mamani,10088203,5,30154.43472
118701,9299997857,Sofia Juan Juan,Rodriguez,10070641,7,35647.92257
118702,6127363551,Elena Luis Sofia,Rodriguez,10079416,6,15377.0622
118703,6451805120,Maria Sofia,Mamani Vargas,10105880,3,39636.47962
118704,6269896996,Elena Diego Diego,Claros Perez,10097112,4,13209.3487
118705,87297271,Lucia Ricardo,Flores Garcia,10070642,7,8151.17495
118706,2804771531,Elena Carlos Jose,Claros Perez,10097113,4,20822.64148
118707,65877343,Maria,Choque Vargas,10061773,8,46023.50109
118708,1385120093,Sofia Diego Diego,Mamani Flores,10079417,6,11745.58791
118709,2774331513,Maria,Flores,10079418,6,456.62227
118710,4966810037,Maria Elena,Mamani Garcia,10105881,3,42769.35
118711,8372130389,Ricardo,Quispe,10079419,6,12971.43662
118712,4582302275,Luis,Vargas Vargas,10123431,1,378.23267
118713,3889092371,Elena Diego,Claros Perez,10026366,12,34665.74954
118714,3753304615,Maria Diego Carlos,Quispe Flores,10114727,2,16017.28259
118715,7415380282,Juan,Garcia,10097114,4,4812.05656
118716,934409551,Jose Luis Elena,Flores Lopez,10052900,9,39220.18079
118717,6666370873,Ana,Perez,10035296,11,48443.14358
118718,7354521771,Ana,Mamani Perez,10026367,12,27582.85591
118719,7602966224,Carlos Elena Luis,Lopez Lopez,10008505,14,48425.64348
118720,4798139469,Diego Jose,Mamani Quispe,10026368,12,15979.73778
118721,1397070469,Sofia Lucia Luis,Rodriguez Rodriguez,10061774,8,49088.30041
118722,1501275892,Carlos Carlos,Lopez,10052901,9,35103.0781
118723,2042474828,Luis Ricardo,Garcia,10026369,12,18650.10352
118724,4597887147,Luis Jose Elena,Mendoza,10097115,4,32848.27078
118725,5099337273,Ana Maria Jorge,Flores,10105882,3,20102.46232
118726,361173152,Maria,Mamani Garcia,10088204,5,8767.6799
118727,681716417,Lucia Carlos,Quispe,10097116,4,9416.82911
118728,3497949037,Elena Ricardo Diego,Vargas,10097117,4,31894.1011
118729,9091886039,Juan Carlos Ana,Rodriguez Perez,10114728,2,22820.66812
118730,7303447105,Elena,Mamani,10044086,10,795.30768
118731,277663873,Ricardo Luis Diego,Vargas Vargas,10079420,6,16441.40913
118732,6905219217,Luis Lucia Jorge,Claros Mendoza,10052902,9,10281.32934
118733,655914487,Carlos,Quispe Martinez,10044087,10,282.5242
118734,1691465655,Maria,Martinez Perez,10008506,14,15424.47456
118735,1361699503,Juan,Perez Rodriguez,10105883,3,2.46811
118736,6640063742,Luis Elena Lucia,Mamani,10123432,1,30914.35025
118737,6830807937,Elena,Garcia,10088205,5,26249.69312
118738,5338927674,Jorge,Claros,10088206,5,17090.27759
118739,9388197608,Ricardo Ana,Vargas Perez,10061775,8,36284.29054
118740,3575773608,Sofia Elena Elena,Mamani Claros,10035297,11,18170.49432
118741,3733304175,Maria Maria,Claros Quispe,10052903,9,12863.23611
118742,5555206389,Sofia,Mamani Perez,10079421,6,20958.31638
118743,649856150,Diego,Lopez,10044088,10,9018.11041
118744,3695805685,Jose Ana Lucia,Rodriguez Rodriguez,10079422,6,32198.59451
118745,9795438722,Diego Luis,Quispe,10114729,2,4063.1298
118746,4598369709,Diego,Mendoza Lopez,10097118,4,19281.06475
118747,2098274458,Maria Elena,Claros Quispe,10052904,9,35471.572
118748,7975736097,Juan Lucia Juan,Perez Mendoza,10026370,12,10429.27597
118749,9557321436,Elena Luis Diego,Rodriguez Claros,10079423,6,44696.90431
118750,1776447488,Ricardo,Garcia Perez,10008507,14,13951.9892
118751,5037767862,Ana,Lopez Mamani,10052905,9,41879.73444
118752,3249537857,Luis Ana,Claros,10052906,9,6061.84213
118753,8330597493,Sofia,Mamani Vargas,10052907,9,616.53665
118754,1753481806,Carlos Sofia Diego,Vargas Rodriguez,10008508,14,6513.83179
118755,435203248,Jose Lucia Jorge,Perez,10017415,13,4768.65218
118756,3516726773,Jose Carlos,Quispe,10017416,13,7253.569
118757,62756687,Sofia Maria Ricardo,Mamani Perez,10035298,11,41981.2617
118758,8766611079,Luis Elena Carlos,Mendoza Claros,10026371,12,25092.44512
118759,592084711,Ana Ricardo Ana,Flores,10070643,7,3678.76777
118760,5179660962,Diego Lucia Carlos,Rodriguez,10097119,4,30787.32428
118761,8082342244,Lucia Jose Juan,Flores,10061776,8,12735.83542
118762,1797407020,Jose,Quispe,10088207,5,31263.85457
118763,9501900244,Lucia Elena,Claros,10061777,8,15966.69859
118764,3366678804,Juan Jorge Carlos,Lopez,10044089,10,39129.40159
118765,5910038527,Carlos Jose Jose,Rodriguez,10070644,7,37257.68029
118766,3783051127,Carlos Ana,Mendoza Claros,10044090,10,38961.9082
118767,2500770000,Juan Sofia Lucia,Flores,10008509,14,23137.8169
118768,5431055738,Jorge Lucia,Lopez,10017417,13,44774.58842
118769,8603228764,Lucia Jose Maria,Rodriguez Perez,10044091,10,11976.88091
118770,970206083,Ana Jose Sofia,Lopez,10017418,13,46224.81346
118771,2304944042,Luis Carlos,Garcia Quispe,10079424,6,15067.04472
118772,8799947625,Luis,Quispe Mamani,10061778,8,20259.36229
118773,3802508366,Maria Ana Carlos,Flores,10044092,10,6568.42643
118774,6949996848,Jorge Elena,Mamani Flores,10026372,12,29361.56568
118775,671013710,Juan Ana,Choque,10123433,1,34311.12762
118776,5566666394,Jorge Diego,Quispe Garcia,10026373,12,40536.63989
118777,9583215505,Ricardo Maria Elena,Quispe,10008510,14,38284.87004
